nom,leonoreid,bnfids
Alphonse Toussenel,LH/2622/1,12095121r
Gaspard de Prony,LH/2324/45,12535038t
Georges-Marie Haardt,LH/1255/13,120412033
Joseph Ludwig Colmar,LH/571/70,17774926x
Jean Joseph Frédéric Albert Farre,LH/934/36,132104080
Alfred Des Cloizeaux,LH/1562/43,12559972v
Anne Amieux,19800035/1486/72786,110433569
Amédée Bollée,LH/275/1,17018151f
Amédée Gastoué,19800035/1481/72024,12205717n
Henri Milne Edwards,LH/1881/68,12399524c
Adolphe Billault,LH/239/97,13209940t
George Auriol,19800035/551/62987,122464156
Claude Marie Paul Dubufe,LH/818/26,124306201
Ernest Reyer,LH/2309/57,13898949k
Auguste-Joseph Franchomme,LH/1025/5,13965562h
André Coyne,19800035/323/43514,11252418b
Auguste Bouché-Leclercq,LH/304/70,12298297b
Henri Deslandres,19800035/12/1524,13477182v
Raoul Blanchard,19800035/629/72852,118922655
Louis Boulanger,LH/316/6,14040635v
Charles Combes,LH/575/55,12552207s
Louis Albert Guislain Bacler d'Albe,LH/87/75,149545359 | 152888240
Félix Esquirou de Parieu,LH/907/45,13475874p
Alexandre Guéniot,LH/1216/67,105685655
Georges Lecomte,19800035/174/22427,12728225w
Adrien Proust,LH/2233/38,121191217
Pierre Mac Orlan,19800035/1445/67202,118868438
Jules Barbier,LH/110/51,11890171b
Émile Baudot,LH/141/53,10714049w
Jean-Maurice-Émile Baudot,LH/141/53,10714049w
Pierre-Jules Hetzel,LH/1298/16,12008284s | 14952776z | 16492882d
Hippolyte Mège-Mouriès,LH/1816/46,10366197v
Augustin Cochin,LH/558/33,12283396v
Nicolas Changarnier,LH/480/27,10721720k
Nicolas Anne Théodule Changarnier,LH/480/27,10721720k
Félix Kir,19800035/910/6256,11205273m
Jules Gosselet,LH/1170/52,123322656
Marcel Alexandre Bertrand,LH/219/1,15290705q
Antoine Guillemet,LH/1237/27,149753342
Antoine Vollon,LH/2704/10,149593516
Antonin Marmontel,LH/1747/42,14821522f
François Gagnepain,19800035/70/8661,12319390z
Edmond Marie Petitjean,LH/2129/33,170090009
Gaston Boissier,LH/271/89,12107032x
Théodore Simon Jouffroy,LH/1379/34,119090737
Valentin Magnan,LH/1685/55,11913893t
Charles-Philippe Place,LH/2175/6,106830597
Maurice Cossmann,19800035/201/26297,15565611g
François Baco,19800035/54/6612,10932956x
Michel Marie Claparède,LH/541/39,10666820q
Victor Chauvet,LH/510/27,124233185
Guillaume Dupuytren,LH/863/93,12462855b
Jean-Baptiste Bouvier,LH/343/10,122107467
Théodore Ballu,LH/100/4,103420229
Louis Duchesne,LH/824/1,119008978
Louis Petit de Julleville,LH/2127/25,11983765r
Honoré V de Monaco,LH/1901/44,12170931t
Eugène Daumas,LH/667/80,11898737r
Camille Rousset,LH/2406/4,14444224r
Louis Wolowski,LH/2762/26,119293755
Arthur Bernède,LH/201/62,11092174g | 11891550q
Pierre Rode,LH/2364/3,14809947d
Auguste Mathieu Panseron,LH/2043/66,14790971s
Pierre Clément,LH/549/73,12065269d
Jean-Pierre Clément,LH/549/73,12065269d
Pascal Coste,LH/599/22,12138019k | 15307245k
Hermann Laurent,LH/1502/8,123677809
Barthélemy de Lesseps,LH/1616/88,13005114r
Alfred Grandidier,LH/1187/35,12177654b
Lucien Lévy-Dhurmer,19800035/734/83323,11206898v
Jacques-Joseph Moreau,LH/1928/49,11916770m
Gruby Dávid,LH/1211/69,10397290k
Alphonse Lemerre,LH/1579/70,13517329w
Marc Seguin,LH/2493/42,12462063r
Gustave Lanson,LH/1473/65,12275990q
Alfred Lévy,LH/1629/10,16970101m
Victor Hugo,LH/1320/26,11907966z
Marcel Doret,19800035/149/19028,129384715
Louis Blériot,LH/256/105,12003902b
Anna de Noailles,LH/1994/3,11917766m
Irène Joliot-Curie,19800035/221/29095,12275132b
Thomas Alva Edison,LH/890/51,12407892h
Thomas Edison,LH/890/51,12407892h
Michel Ney,LH/1984/21,11946440g
Antoine Henri Becquerel,LH/161/77,130831932
Anatole France,LH/2589/1,11886331w
Arthur Jules Morin,LH/1938/2,12195734x
Georges Bizet,LH/246/35,13891543q
Ferdinand Heilbuth,LH/1277/42,14494866c
Marie Émile Fayolle,LH/950/27,112537637
Georges Weill,19800035/1036/19555,10695564w
Georges Weill,19800035/1036/19555,10695564w
Armand Jacques Leroy de Saint-Arnaud,LH/1610/38,123127059
Victor Cherbuliez,LH/518/9,11896548c | 14317837p
Rémy Joseph Isidore Exelmans,C/0/45,165117080
Abraham Breguet,LH/355/95,13185647x
Fernandel,19800035/1096/25811,11902573x
Roger Martin du Gard,19800035/424/56686,119147766
Jules Richard,LH/2322/23,12439275c
François d'Astier de La Vigerie,19800035/198/25889,121964063
Hector Fabre,LH/2784/29,12604908p
Abel Niépce de Saint-Victor,LH/1991/2,14976939p
François-Étienne Kellermann,LH/1396/35,107365046
Ferdinand Dutert,LH/879/60,10433095q
François Arago,LH/44/56,120403630
Léon Jouhaux,19800035/109/13754,120235766
Georges Rouault,19800035/187/24276,11922740x
Marc Bloch,19800035/163/20935,118923821
Jan Henryk Dąbrowski,LH/644/57,10545669p
Gaston Darboux,LH/658/46,10431432f | 122772621
Fernand de Brinon,LH/366/46,13608284z
Lazare Weiller,19800035/240/31926,133222774
Jean-Victor Poncelet,LH/2195/37,12159159r
Alexandre Dumas,LH/842/3,11901062n
Élie Metchnikoff,LH/1848/3,12938930z
Илья Ильич Мечников,LH/1848/3,12938930z
Victor Adolphe Malte-Brun,LH/1711/69,120158273
François de Fossa,LH/1003/68,13894060n
Jean Giono,19800035/1052/21204,119050002
Alfred de Musset,LH/1969/60,119172903
Adolphe Adam,LH/6/20,122821962
Dominique Dufour de Pradt,C/0/37,119205417
Dominique-Georges-Frédéric Dufour de Pradt,C/0/37,119205417
Mário de Andrade,19800035/902/5503,12008289h
Gustave Moreau,LH/1928/29,12395765j
Joseph Joffre,LH/1368/55,12159258p
Édouard Daladier,19800035/1032/19136,121964450
Jules Henri Fayol (nombre de nacimiento),LH/950/16,119024500
Henry Fayol Le Maire,LH/950/16,119024500
"Alexandre-Théodore-Victor, comte de Lameth",LH/2788/39,12528917v
Hippolyte Fizeau,LH/977/56,14536081g
Léon Bourgeois,LH/328/28,12386158n
André Citroën,LH/540/11,120521007
Stanislas-Arthur-Xavier Touchet,LH/2615/64,121837378
Paul Henri Balluet d'Estournelles de Constant,LH/100/10,12169093v
Paul-Henri-Benjamin d'Estournelles de Constant,LH/100/10,12169093v
Jean-Baptiste Jourdan,LH/1381/74,12511814n
Jean-Louis-Ébénézer Reynier,LH/2312/76,13774372w
Nicolas Oudinot,LH/2027/2,13281817r
Charles Oudinot,LH/2027/2,13281817r
Édouard Lartet,LH/1488/34,10360407f
Édouard Grenier,LH/1198/11,11905864h
Jean Jacques Félix Sirieys de Mayrinhac,LH/2528/19,10035729n
François Joseph Henrys,LH/1288/34,107318682
François Delort,LH/718/53,14955186b
"François, Balthazar Lafrogne",LH/1438/58,10964282n
"Charles, Marie David",LH/672/68,16035881v
Charles Vincent-Molinière,LH/2726/30,10637255b
Maurice Louis Verne,LH/2692/82,12344770v
Antoine Vincent Rozier,LH/2422/1,12536317x
Jean-Baptiste de Pinteville de Cernon,LH/2168/45,12536142k
Joseph Marie Auguste Desmars,19800035/66/8155,10819639m
Louis de Clermont-Tonnerre,LH/553/57,123858528
Eugène Dally,LH/649/1,104313565
Édouard Nieuport,LH/730/82,14918800m
Émile Auguste François Zurlinden,LH/2770/40,13212473x
Émile Bayard,LH/148/9,11890683q
Émile Boutroux,LH/341/33,11893597v
Émile Dard,19800035/1435/66107,12522926c
Émile Driant,LH/804/13,126028694
Jules Breton,LH/360/55,13003908j
Émile Paladilhe,LH/2038/37,13898195j
Léon Gautier,LH/1095/15,121237073
Étienne-Jules Marey,LH/1736/73,12068980k
Étienne Maurice Gérard,C/0/42,10701240d
Gustave Le Bon,LH/1517/42,119115042
Jules Grévy,C/0/5,122141216
Ambroise Thomas,LH/2597/4,139004007
Jules Michelet,LH/1870/19,11916021g
Gaston Maspero,LH/1775/32,11914963d
Pierre Loti,LH/2705/91,11913405m
Théodore de Banville,LH/102/24,118900832
Jacques-François-Fromental-Élie Halévy,LH/1259/19,12463116r
Jacques-Fromental Halévy,LH/1259/19,12463116r
Antoine-Jérôme Balard,LH/96/54,105634541
Michel Chasles,LH/499/16,12127595m
Abel Hermant,19800035/551/62914,120904879
André Maginot,LH/1685/20,125019857
Jean-Antoine Houdon,LH/1310/85,12462924b
Louis-Pierre Henriquel-Dupont,LH/1285/5,10667994s
Louis Brière de l'Isle,LH/364/79,15355034x
Louis-Benjamin Francœur,LH/1026/2,14406333n
Louis Jacques Thénard,LH/2584/33,12402277r
Victor Guérin,LH/1220/16,12462753c
Octave Aubry,19800035/799/90486,11889446x
Paul Sédille,LH/2497/70,13184124n
Charles Virolleaud,19800035/939/9335,12210565z
José-Maria de Heredia,LH/1291/48,11907327d
Marcel Héraud,19800035/327/44122,109594272
Achille Valenciennes,LH/2662/100,125502199
Louis Delaporte,LH/702/62,135253973
Paul de Musset,LH/1969/61,124481919
Jean Gautherin,LH/1094/16,14974556p
Guillaume Bigourdan,LH/238/75,15290885g
Henri Duparc,19800035/255/34005,13893514m
Adolphe-André Porée,19800035/259/34472,12951044w
Gaspard Adolphe Chatin,LH/503/102,12013214m
Adolphe Pégoud,LH/2080/35,11941546m
René Laforgue,19800035/380/51012,12190315b
Paul Abadie,LH/1/36,121037457
Louis René Villermé,LH/2720/92,119283977
René Caillié,LH/407/27,118948101
Charles Lenepveu,LH/1586/32,14843189h
François-Émile Ehrmann,LH/892/29,14973361g
Jean-Baptiste Eugène Estienne,LH/909/20,11963680z
Pierre-Victor Galland,LH/1059/66,122533727
Thierry de Martel,LH/1754/44,11243885m
Aimé Laussedat,LH/1503/29,130019547 | 153672701
Agathon Jean François Fain,LH/925/44,12211079h
Louis-Aimé Maillart,LH/1693/54,13925163x
Edgard de Trentinian,LH/2653/39,15336433h
Antoine Dubois,LH/811/20,14959938n
Jean-Baptiste Rondelet,LH/2378/80,12309758c
Auguste Nélaton,LH/1980/60,12572657v
René Waldeck-Rousseau,LH/2401/82,13073219q
Marthe Brandès,19800035/455/60893,14653637h
Berthe Bovy,19800035/1482/72153,138917616
Paul Pierre Lévy,19800035/1092/25524,121576914
Louis Jules Trochu,C/0/2,13322351q
Frédéric Nicolas Duvernoy,LH/886/13,13893557w
Franc-Nohain,19800035/1262/45505,130913204
Jacques Rouché,19800035/189/24648,14809579x
Emma Calvé,19800035/231/30569,12409325g
Amélie Beaury-Saurel,LH/1387/64,14969253t
Daniel Brottier,19800035/796/90074,11959903k
André-Louis Debierne,19800035/1288/48788,13086644z
Pierre-Paul Prud'hon,LH/2236/13,11998616p
Barthélémy Louis Joseph Lebrun,LH/1522/33,107149888
Émile Gebhart,LH/1104/58,12453320b
Joseph Vinoy,C/0/29,12805730w
Georges Henri Halphen,LH/1260/46,12546580f
Paul Baudouin,19800035/790/89307,132132890
Auguste Champetier de Ribes,LH/478/40,11298933w
Amédée Courbet,LH/609/72,106501324
Anatole de Baudot,LH/141/57,13012963n
Louis Lachenal,19800035/77/9515,11910468s
Joseph-Charles Lefèbvre,19800035/1198/38530,122062970
André Bloc,19800035/855/592,14969904j
Pierre Renoir,19800035/41/5146,139729712 | 170788043
France Bloch-Sérazin,19800035/616/69651,161757509
André Theuriet,LH/2585/73,11926373r
André Ruyters,19800035/44/5482,119231577
André Wormser,LH/2763/3,12646785w
Louis Eugène Bouvier,19800035/176/22684,12284756z
Ange René Armand de Mackau,LH/1681/56,12205927h
"Ange René Armand, baron de Mackau",LH/1681/56,12205927h
Jules Baillaud,19800035/316/42570,10989451j
Alphonse Milne-Edwards,LH/1881/67,12365491n
Paul Friesé,LH/1036/50,12245171m
Eugène Deloncle,LH/717/23,11055998k
Charles-Julien Lioult de Chênedollé,LH/1645/2,118965200
Albin Haller,LH/1259/55,12157263s
Charles Albert Waltner,19800035/212/27794,14846699x
Pierre Auguste Roques,LH/2382/14,14977607g
Pierre Napoleon Bonaparte,LH/277/61,13756107z
Pierre-Napoléon Bonaparte,LH/277/61,13756107z
Auguste Duméril,LH/844/56,12566456q
Auguste Le Hérissé,19800035/89/11169,11809468k
Auguste Laurent,LH/1500/30,12560058v
Auguste Pomel,LH/2193/38,12873158k
Antoine Masson,LH/1781/10,13484210r
Augustin Feyen-Perrin,LH/968/31,12175145h
Louis Visconti,LH/2732/22,12229012c
Lucien Bossoutrot,19800035/279/37428,11137547t
René Courtin,19800035/585/66350,125358470
Raymond Schmittlein,19800035/1242/43288,12493213m
Louis-Camille Maillard,LH/1693/14,13514129m
Gaston Tissandier,LH/2609/11,125502795
Guy-Victor Duperré,LH/851/27,12304008p
Charles Nungesser,LH/2008/18,11985051m
Clément Juglar,LH/1386/57,12344828b
Edmond Perrier,LH/2108/15,123918159
Fernand Foureau,LH/1012/12,11903250p
Louis Friant,LH/1037/87,16170638z
Paul Desjardins,19800035/216/28333,12874914d
Jean Pelet,LH/2082/47,12372099s
François-Louis Français,LH/1023/24,12149040v
Henri Lavedan,19800035/267/35629,124836125
Albert Robida,LH/2351/64,12169844v
Prosper Menière,LH/1826/7,12462651d
Jacques Antoine Charles Bresse,LH/358/36,10673634b
Adrien Decourcelle,LH/684/52,121569237
Ernest Havet,LH/1273/49,123926228
Alexis Pierron,LH/2155/82,12208330g
José Frappa,LH/1030/38,14974201k
Jules Dupré,LH/859/58,11943416w
Léon Renier,LH/2300/44,127570758
Fulgence Bienvenüe,LH/235/67,13509300f
Fulgence Bienvenüe,LH/235/68,13509300f
Georges Thierry d'Argenlieu,19800035/610/68816,12050704s
Pierre Dupont de l'Étang,C/0/56,13252368w
Louis-Nicolas Cabat,LH/400/2,14879333h
Joseph Le Brix,LH/1522/15,12149394m
"Pierre Marc Gaston de Lévis, Duke of Lévis",LH/1628/33,12077974m
Pierre-Marc-Gaston de Lévis,LH/1628/33,12077974m
Camille Walch,LH/2740/47,10071020g
Vincent Courdouan,LH/611/13,14971994m
Charles-Pierre Chapsal,LH/485/50,12205922s
Charles Baudin,LH/140/43,10582016j
Charles Busson,LH/397/94,15993243t
Charles Fouqueray,19800035/219/28754,126915108
Charles Joseph Minard,LH/1883/3,15372328h
Charles Silver,19800035/1408/62720,14817095h
Charles Thurot,LH/2605/24,12322009z
Octave Feuillet,LH/967/16,119027008
Antoine Lumière,LH/1675/48,12444901r
Claude Deschamps,LH/744/34,10432000z
Claude Gay Mouret,LH/1101/18,122155535
Claude Théodore Decaen,LH/681/23,16508853k
Auguste-Léopold Protet,LH/2233/3,13286038q
Franz Schrader,LH/2486/19,123825385
Denys Amiel,19800035/1415/63612,121582573
Louis-Élie Moreau de Saint-Méry,LH/1931/13,12017749m
Paul Oudin,LH/2026/69,10367688h
David Chassé,LH/500/22,10847477r
Édouard Delamare-Deboutteville,19800035/245/32564,10674064v
Étienne Lamy,LH/1463/55,12382303z
Louis-Marie Caverot,LH/455/71,116839873
Jean Alaux,LH/14/6,136160813 | 149778040
Henri de Dion,LH/779/23,10306252x
François-Frédéric Lemot,LH/1585/35,15010209q
Armand-Octave-Marie d’Allonville,LH/24/55,16953836h
Paul Meyer,LH/1856/22,119158830
Jean Nicolas Pierre Hachette,LH/1256/52,12462295x
Maurice Donnay,LH/789/38,12404587c
Léon Martinaud-Déplat,19800035/962/11738,11243933n
Yvonne Beauvais,19800035/2/230,120945479
Edmond Bapst,LH/102/35,13015512c
Edmond Bouty,19800035/176/22683,13474516f
Edmond Coignet,LH/561/21,153666926
Louis-Ernest Barrias,LH/123/12,14801944f
Jean-Pierre-Louis de Fontanes,LH/995/12,12217529s
Louis-Marcelin de Fontanes,LH/995/12,12217529s
Raoul Pugno,LH/2239/9,14791393p
Louis-Joseph Luçon,LH/1674/22,130037127
Paul Sébillot,LH/2490/77,11924257r
Félix Dujardin,LH/839/36,10743014m
Gabriel Andral,LH/33/38,125443107
François-Auguste Biard,LH/232/45,12497779w
Louis-Charles Malassez,LH/1702/53,106431768
Alphonse Hasselmans,LH/1270/29,14785406z
Victor Henry,LH/1285/38,120718548
Maurice Hauriou,19800035/103/12920,12051661k
Paul-Louis Courier,LH/611/32,12338809t
Victor de Laprade,LH/2323/33,12480983s
François Delsarte,LH/721/55,12288942s
Georges Clairin,LH/540/73,121989048
Max Ingrand,19800035/978/13354,13183302n
Maximin Deloche,LH/716/43,110559915
Michel Chevalier,LH/522/31,12171043k
Albert Lavignac,LH/1507/30,12407760m
Georges Louis Humbert,LH/1325/32,112942706
Paul Fallot,19800035/320/43185,124081904
Gérard Calvi,C/0/61,138920876
Jacques Boucher de Perthes,LH/306/6,12199442p
Robert Lefèvre,LH/1550/53,148006164
Emmanuel Félix de Wimpffen,LH/2758/26,125539205
Maurice Feltin,19800035/1381/59505,12450236q
Cécile Stanislas Xavier de Girardin,LH/1147/16,121969023
Louis Stanislas de Girardin,LH/1147/16,121969023
Léon Vaillant,LH/2661/29,13533147q
Jacques Bertillon,LH/213/59,125108926
Antoine Drouot,LH/807/21,13324709h
Alfred Lacroix,19800035/21/2617,123323973
Antoine Étex,LH/911/25,130148468
Albert Geoffroy Saint-Hilaire,LH/1115/15,12991194j
Jules Chéret,19800035/63/7760,130803409
Philippe Gille,LH/1134/37,122040509
Clément Villecourt,LH/2718/41,123079422
François Ponsard,LH/2197/83,12131762z
Apollinaire Bouchardat,LH/304/17,125724699
Maximilien Sebastien Foy,LH/1020/58,12223347d
Maximilien Sebastien Foy,LH/2784/153,12223347d
Maximilien Sébastien Foy,LH/1020/58,12223347d
Maximilien Sébastien Foy,LH/2784/153,12223347d
Caroline-Eugénie Segond-Weber,LH/2746/48,139561911
Eugénie Segond-Weber,LH/2746/48,139561911
Philogène Auguste Joseph Duponchel,LH/854/28,10432961n
Léo Testut,LH/2581/4,106104115
Antoine Laurent Dantan,LH/657/1,14972479k
Jean-Jacques Henner,LH/1282/48,121428573
Alfred Baudrillart,LH/143/8,121308651
Charles Ragon de Bange,LH/2259/19,110939200
Yves Delage,LH/2794/19,12395831h
Paul Bigot,19800035/1375/58899,15007091p
Victor Alphonse Duvernoy,LH/886/21,14815207g
Paul Flatters,LH/981/11,122042082
Lucien Fabre,19800035/140/17790,11902117b
Michel Charles Durieu de Maisonneuve,LH/873/2,134794229
Gustave Schlumberger,LH/2481/17,12322171n
Charles Huntziger,LH/1327/5,12472389g
Alfred-Auguste Cuvillier-Fleury,LH/643/48,12201030z
Jules Cambon,LH/413/15,12177642b
Félix Dupanloup,LH/850/7,12138603v
Maurice Block,LH/258/74,12170955t
Henri d'Orléans,LH/667/59,12375307v
"Henri d'Orleans, Duke of Aumale",LH/667/59,12375307v
Eugène Isabey,LH/1336/6,12011338d
Henri Cordier,LH/589/23,11897666t
Alexandre Marcel,LH/1725/15,153705366
Alexandre Bisson,LH/245/52,14653632s
Pierre-Édouard Lémontey,LH/1584/46,121189367
Ernest Guiraud,LH/1247/9,148025499
Léonce Bénédite,19800035/230/30487,127148063
Jules Supervielle,19800035/334/44951,119257592
Pierre-Émile Martin,LH/1765/20,10530791q
Siméon Luce,LH/1673/22,11913582b
Félix Julien Jean Bigot de Préameneu,LH/238/66,12957826m
Félix-Julien-Jean Bigot de Préameneu,LH/238/66,12957826m
Auguste Choisy,LH/530/34,118967378
Auguste Mercier,LH/1831/29,12462606k
Augustin-Daniel Belliard,LH/172/7,14528949r
Marie-Emmanuel-Augustin Savard,19800035/298/40041,14817287f
Augustin Théodule Ribot,LH/2316/45,12268311f
Alexandre-François Debain,LH/676/65,165854851
Pierre-Adrien Dalpayrat,19800035/245/32539,13510848v
Benjamin Bourdon,19800035/280/37471,12117109w
Benoît Fourneyron,LH/1014/22,104694200
Edmond Vermeil,19800035/611/68972,12016533f
Maurice Hamy,19800035/295/39704,102730689
Hubert Latham,LH/1493/30,14906495b
François Gény,19800035/294/39587,12358936d
Mathieu de Dombasle,LH/1791/64,16236433g
Claude-Auguste Lamy,LH/1463/29,13517722k
Auguste Houzeau,LH/1313/47,103994077
Vital Roux,LH/2413/30,10835957t
Henri Fescourt,19800035/737/83686,12434240h
Charles Julien Brianchon,LH/362/18,10614359v
Simone Michel-Lévy,19800035/0032/4052,15527110d
Henri Cazalis,LH/457/34,118956608
Gaston Billotte,19800035/5/527,11326235w
Pierre Daumesnil,LH/667/84,14624242m
Adrien Étienne Gaudez,LH/1089/16,14974541n
Charles-Antoine Gidel,LH/1131/7,12221890f
Victor Alexandre Puiseux,LH/2239/47,15354872f
Charles Briot,LH/367/36,12516817w
Gabriel Hanotaux,LH/1264/55,11906848h
Eugène Trutat,LH/2655/3,12242510s
Maurice Thiriet,19800035/1125/28967,13900399v
Jean Pierre Flourens,LH/987/83,119029793
Pierre Flourens,LH/987/83,119029793
Daniel Halévy,19800035/1280/47598,119067216
Jacques Bainville,LH/95/80,118899182
François Georges Auguste Dauverné,LH/670/45,14756959j
Charles-Tristan de Montholon,LH/1919/80,12459527r
Francis Yard,19800035/1331/54326,121703226
Charles Percier,LH/2095/24,12350458d
Auguste Failliot,LH/925/37,132103944
Raymond Gavoty,19800035/758/86031,16141176r
Félix Le Roy,LH/1607/58,13211184h
Albert Meunier,LH/1852/12,107092096
Georges Noblemaire,LH/1994/38,12382302m
Arthur Pernollet,LH/2102/42,10410339x
Louis Adolphe Rollin,LH/2374/54,12891192p
Jacques Sever,LH/2511/14,150876465
Pierre Charles,LH/491/17,16133503x
Prosper Jules Charbonnier,LH/487/77,11848021d
Jean-Victor-Madeleine Chebrou de La Roulière,LH/514/29,16143790f
Jean Sénac,19800035/1395/61253,170255395
Hippolyte Parigot,19800035/308/41508,12342109n
Louis Rolland,19800035/229/30349,12635761f
Gaston Bergeret,LH/189/43,103862381
Albert Chérel,19800035/378/50723,124799843
François-Marie-Alexandre Labrouste,LH/1420/93,125393018
Jean-François-César de Guilhermy,LH/1232/55,14954990j
Jean Philippe Schmit,LH/2482/2,10557366h
Pierre Marie Desmaret,LH/751/39,12567923c
Adrien Jean Alexandre Lucy,LH/1674/40,10643009v
Mathieu Joseph Guillaume de Saint-Amour,LH/2435/22,14955099d
Yves Claude Jourdain,LH/1381/28,12528835h
Louis Nicolas Jean Joachim de Cayrol,LH/456/84,15029721b
Ernest Rupin,LH/2426/27,126367114
