nom,leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
François Dominique Victor Esperonnier,LH/906/21,1788-02-26T00:00:00Z,Narbonne,Point(3.003611111 43.184722222),1855-05-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Emmanuel Dehaies de Montigny,LH/690/72,1743-08-07T00:00:00Z,Versailles,Point(2.134166666 48.804722222),1819-06-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Ernest Fournier,LH/1016/12,1842-06-23T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1934-11-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Eustache de Fulque,LH/1045/12,1796-04-19T00:00:00Z,Brest,Point(-4.486944444 48.39),1876-02-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Evellin,LH/914/36,1835-12-15T00:00:00Z,Nantes,Point(-1.553888888 47.217222222),1910-04-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Forest,LH/997/61,1852-09-13T00:00:00Z,Chanzeaux,Point(-0.643888888 47.263888888),1926-01-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Gracchus Cabrol,LH/400/97,1793-02-17T00:00:00Z,Rodez,Point(2.574166666 44.35),1882-06-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Guérin d'Etoquigny,LH/1219/68,1762-04-28T00:00:00Z,Dieppe,Point(1.077777777 49.921666666),1831-04-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Gédéon Bailly de Monthion,LH/95/62,1776-01-27T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),1850-09-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Jean Clary,LH/542/58,1814-08-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1889-02-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Jaubert,LH/1356/49,1758-10-03T00:00:00Z,Condom,Point(0.3725 43.9575),1822-03-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Joseph Marie Clary,LH/542/61,1786-10-03T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1841-01-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Joseph Marie Clary,LH/542/64,1786-10-03T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1841-01-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Jules Devinck,LH/767/47,1802-04-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1878-11-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Hugues Le Roux,LH/1606/17,1860-11-23T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1925-11-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Alfred Fournier,LH/1016/56,1832-03-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1914-12-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Hyacinthe François Joseph Despinoy,LH/755/38,1764-05-22T00:00:00Z,Valenciennes,Point(3.525 50.359166666),1848-12-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Hyacinthe Dubreuil,19800035/1071/23261,1883-05-03T00:00:00Z,Bérou-la-Mulotière,Point(1.0475 48.745),1971-07-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Hyacinthe de Bougainville,LH/311/41,1781-12-26T00:00:00Z,Brest,Point(-4.486944444 48.39),1846-10-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Héliodore Pisan,LH/2172/7,1822-07-03T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1890-07-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Hélion de Villeneuve-Vence,LH/2720/30,1783-02-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),1834-02-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Hélène Seguin,19800035/1119/28150,1882-03-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1972-05-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Idelphonse Favé,LH/945/42,1812-02-28T00:00:00Z,Dreux,Point(1.365555555 48.736388888),1894-03-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ignace Hoff,LH/1305/9,1836-07-20T00:00:00Z,Marmoutier,Point(7.381111111 48.69),1902-05-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Tardif,LH/2568/34,1776-09-19T00:00:00Z,Bayeux,Point(-0.703888888 49.278611111),1863-10-23T00:00:00Z,Caen,Point(-0.370555555 49.182222222)
Jean Clogenson,LH/555/8,1785-11-28T00:00:00Z,Coulonges-sur-Sarthe,Point(0.399722222 48.531666666),1876-02-05T00:00:00Z,Rouen,Point(1.1025 49.443055555)
Auguste Borderie,LH/295/6,1861-08-21T00:00:00Z,Le Puy,Point(0.073055555 44.661111111),1925-09-17T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
Charles Boreau-Lajanadie,LH/295/75,1825-10-20T00:00:00Z,Confolens,Point(0.672222222 46.013611111),1918-01-01T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
Joseph Brun,LH/380/115,1774-11-25T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1838-04-08T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
Gaston Boissier,LH/271/89,1823-08-15T00:00:00Z,Nîmes,Point(4.36 43.836944444),1908-06-10T00:00:00Z,Viroflay,Point(2.172222222 48.8)
Charles François de Dompierre d'Hornoy,LH/788/4,1776-08-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1845-05-21T00:00:00Z,Somme,Point(2.416666666 49.883333333)
Alexandre Aguillon,LH/11/13,1765-05-28T00:00:00Z,Toulon,Point(5.930555555 43.125),1845-12-24T00:00:00Z,Toulon,Point(5.930555555 43.125)
Pierre Alain Boudousquié,LH/309/124,1791-05-09T00:00:00Z,Cahors,Point(1.440555555 44.4475),1867-09-04T00:00:00Z,Cahors,Point(1.440555555 44.4475)
Alexandre Conté,LH/583/48,1764-12-25T00:00:00Z,Cahors,Point(1.440555555 44.4475),1855-09-20T00:00:00Z,Cahors,Point(1.440555555 44.4475)
Hubert Ponscarme,LH/2198/5,1827-05-20T00:00:00Z,Belmont-lès-Darney,Point(6.011388888 48.085833333),1903-02-27T00:00:00Z,Malakoff,Point(2.299166666 48.817222222)
Jean François André,LH/34/93,1767-04-04T00:00:00Z,Toul,Point(5.891666667 48.675),1848-10-15T00:00:00Z,Colmar,Point(7.355 48.081111111)
Benjamin Morel,LH/1931/59,1781-03-26T00:00:00Z,Dunkerque,Point(2.376388888 51.037777777),1860-08-25T00:00:00Z,Dunkerque,Point(2.376388888 51.037777777)
Alfred Agache,LH/9/58,1843-08-29T00:00:00Z,Lille,Point(3.0575 50.631944444),1915-09-03T00:00:00Z,Cour-sur-Loire,Point(1.432777777 47.655277777)
Antoine Guillemet,LH/1237/27,1841-06-30T00:00:00Z,Chantilly,Point(2.460833333 49.186944444),1918-05-19T00:00:00Z,Mareuil,Point(0.452222222 45.450555555)
Antoine Étex,LH/911/25,1808-03-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1888-07-14T00:00:00Z,Chaville,Point(2.188611111 48.808611111)
Victor Clappier,LH/541/61,1804-06-01T00:00:00Z,Moustiers-Sainte-Marie,Point(6.221111111 43.8475),1877-04-06T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777)
Antoine Arbel,19800035/198/25866,1855-08-16T00:00:00Z,Tartaras,Point(4.668611111 45.553888888),1933-12-24T00:00:00Z,Orléans,Point(1.904166666 47.902222222)
Louis Gabriel Admyrauld,LH/8/76,1784-08-28T00:00:00Z,La Rochelle,Point(-1.151388888 46.159444444),1850-11-02T00:00:00Z,La Rochelle,Point(-1.151388888 46.159444444)
Pierre Marie,LH/1741/18,1853-09-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),1940-04-13T00:00:00Z,Le Pradet,Point(6.023333333 43.105555555)
Antoine Charles Louis Lasalle,LH/1489/56,1775-05-10T00:00:00Z,Metz,Point(6.176944444 49.119722222),1809-07-06T00:00:00Z,Deutsch-Wagram,Point(16.564444444 48.299444444)
Philippe Kieffer,19800035/368/49407,1899-10-24T00:00:00Z,Port-au-Prince,Point(-72.338611111 18.5425),1962-11-20T00:00:00Z,Cormeilles-en-Parisis,Point(2.200555555 48.973055555)
Antoine Germain Labarraque,LH/1412/1,1777-03-28T00:00:00Z,Oloron-Sainte-Marie,Point(-0.606666666 43.194166666),1850-12-09T00:00:00Z,Galluis,Point(1.793611111 48.795555555)
Gaston Arbouin,LH/45/62,1849-11-30T00:00:00Z,Yonne,Point(3.566666666 47.8),1907-02-25T00:00:00Z,Troyes,Point(4.078055555 48.298888888)
Étienne Bouisson,LH/314/61,1813-06-14T00:00:00Z,Mauguio,Point(4.0075 43.616388888),1884-05-26T00:00:00Z,Montpellier,Point(3.877230555 43.610919444)
Barthélémy Arnault,LH/54/27,1837-09-21T00:00:00Z,Tours,Point(0.688333333 47.392777777),1894-07-02T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
André Balitrand,19800035/363/48725,1864-08-09T00:00:00Z,Millau,Point(3.077777777 44.097777777),1931-12-20T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
Thierry Cazès,LH/459/24,1861-07-03T00:00:00Z,Fleurance,Point(0.663611111 43.849444444),1932-03-12T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
Emmanuel de Las Cases,LH/1489/83,1766-06-21T00:00:00Z,Blan,Point(2.008055555 43.526944444),1842-05-15T00:00:00Z,Passy,Point(2.284136111 48.857111111)
"Emmanuel, comte de Las Cases",LH/1489/83,1766-06-21T00:00:00Z,Blan,Point(2.008055555 43.526944444),1842-05-15T00:00:00Z,Passy,Point(2.284136111 48.857111111)
"Claude, Hyacinthe Blaudin-Valière",LH/256/14,1762-07-07T00:00:00Z,Nevers,Point(3.156666666 46.9925),1847-10-07T00:00:00Z,Nevers,Point(3.156666666 46.9925)
Antoine-Vincent Arnault,LH/54/22,1766-01-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),1834-09-16T00:00:00Z,Goderville,Point(0.365555555 49.646111111)
François Marie Guillo du Bodan,LH/1240/69,1794-02-07T00:00:00Z,Vannes,Point(-2.761666666 47.655),1872-05-12T00:00:00Z,Vannes,Point(-2.761666666 47.655)
Joseph Pierre Henri Boulay,LH/316/87,1787-01-10T00:00:00Z,Grasse,Point(6.925277777 43.658055555),1872-03-11T00:00:00Z,Grasse,Point(6.925277777 43.658055555)
Maurice Gabriel de Riquet de Caraman,LH/2337/26,1765-10-07T00:00:00Z,Roissy-en-France,Point(2.518055555 49.004166666),1835-09-03T00:00:00Z,château de Boussu,Point(3.795 50.43694)
Jean Tricoche,LH/2629/43,1824-01-09T00:00:00Z,Châteauroux,Point(1.690277777 46.809722222),1900-05-27T00:00:00Z,Genève,Point(6.15 46.2)
François de Preissac,LH/2222/16,1778-12-22T00:00:00Z,Montauban,Point(1.355 44.017222222),1852-05-06T00:00:00Z,Montauban,Point(1.355 44.017222222)
Hippolyte Braheix,LH/350/36,1795-11-21T00:00:00Z,Nantes,Point(-1.553888888 47.217222222),1863-11-08T00:00:00Z,Nantes,Point(-1.553888888 47.217222222)
Charles Broquart des Bussières,LH/372/27,1791-01-27T00:00:00Z,Besançon,Point(6.021388888 47.242222222),1853-09-02T00:00:00Z,Soissons,Point(3.3225 49.381111111)
Hippolyte Coste,LH/598/86,1858-12-20T00:00:00Z,Balaguier-sur-Rance,Point(2.576944444 43.897777777),1924-11-23T00:00:00Z,Saint-Jean-et-Saint-Paul,Point(3.005 43.928055555)
Pierre Marie Bernard,LH/199/39,1777-12-24T00:00:00Z,Bourg-en-Bresse,Point(5.228055555 46.204722222),1839-12-10T00:00:00Z,Bourg-en-Bresse,Point(5.228055555 46.204722222)
Alexandre Dumeilet,LH/1817/55,1772-10-01T00:00:00Z,Évreux,Point(1.1525 49.023333333),1833-10-05T00:00:00Z,Évreux,Point(1.1525 49.023333333)
Alexandre Dumeilet,LH/1817/55,1772-10-01T00:00:00Z,Évreux,Point(1.1525 49.023333333),1833-10-06T00:00:00Z,Évreux,Point(1.1525 49.023333333)
Paul-Antoine Bénazet,LH/177/25,1843-11-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),1920-12-22T00:00:00Z,Indre,Point(1.6 46.766666666)
Fernand Bar,19800035/203/26612,1853-04-28T00:00:00Z,Béthune,Point(2.639326 50.53095),1926-04-24T00:00:00Z,Pas-de-Calais,Point(1.85 50.95)
Christophe Doublat,LH/795/56,1768-10-21T00:00:00Z,Neufchâteau,Point(5.696111111 48.355555555),1840-11-29T00:00:00Z,Épinal,Point(6.451666666 48.173611111)
Alfred Berquet,19800035/314/42368,1860-08-26T00:00:00Z,Nord,Point(3.032222222 50.621388888),1939-03-05T00:00:00Z,Calais,Point(1.855555555 50.9475)
André Prétavoine,LH/2223/14,1822-06-29T00:00:00Z,Louviers,Point(1.165555555 49.215277777),1896-01-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jules Prevet,19800035/259/34487,1854-09-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1940-04-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Paul Pujade,LH/2241/3,1854-03-17T00:00:00Z,Arles-sur-Tech,Point(2.633888888 42.456944444),1927-08-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Paul Remoiville,LH/2290/26,1824-01-10T00:00:00Z,Pont-Sainte-Maxence,Point(2.603611111 49.301111111),1896-12-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Robert Mitchell,LH/1890/14,1839-05-21T00:00:00Z,Bayonne,Point(-1.476388888 43.4925),1916-01-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Saint,LH/2434/61,1826-09-13T00:00:00Z,Somme,Point(2.416666666 49.883333333),1902-01-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marc Sauzet,LH/2470/47,1852-02-18T00:00:00Z,Tournon-sur-Rhône,Point(4.832777777 45.067222222),1912-02-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jacques Sever,LH/2511/14,1845-04-17T00:00:00Z,Lille,Point(3.0575 50.631944444),1917-07-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Trémoulière,LH/2653/38,1856-12-17T00:00:00Z,Pers,Point(2.238611111 44.8875),1937-03-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Honoré Landoald Aubert,LH/64/67,1765-10-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1845-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Friedrich Jacob Culmann,LH/639/69,1787-09-16T00:00:00Z,Annweiler am Trifels,Point(7.966666666 49.203333333),1849-04-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Zola,LH/2769/59,1840-04-02T00:00:00Z,rue Saint-Joseph,Point(2.34444 48.8685),1902-09-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Victor Hugo,LH/1320/26,1802-02-26T00:00:00Z,Besançon,Point(6.021388888 47.242222222),1885-05-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Hector Berlioz,LH/192/74,1803-12-11T00:00:00Z,La Côte-Saint-André,Point(5.260555555 45.393611111),1869-03-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Maurice Ravel,C/0/71,1875-03-07T00:00:00Z,Ciboure,Point(-1.667777777 43.385277777),1937-12-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Georges Pompidou,C/0/25,1911-07-05T00:00:00Z,Montboudif,Point(2.731388888 45.371388888),1974-04-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Étienne-Barthélémy Garnier,LH/1076/60,1759-08-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1849-11-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Sarah Bernhardt,LH/2457/62,1844-10-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1923-03-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Sarah Bernhardt,LH/2457/62,1844-10-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1923-03-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Claude Debussy,LH/681/19,1862-08-22T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1918-03-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Léon d'Hervey de Saint-Denys,LH/1297/11,1822-05-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1892-11-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Nicolas Jean-Baptiste Boyard,LH/345/54,1780-04-05T00:00:00Z,Châteaumeillant,Point(2.200555555 46.561944444),1860-01-04T00:00:00Z,Fontainebleau,Point(2.701666666 48.408888888)
Hugues Croizet,LH/633/10,1752-02-08T00:00:00Z,Aurillac,Point(2.439722222 44.925277777),1831-11-14T00:00:00Z,Aurillac,Point(2.439722222 44.925277777)
Emmanuel Choque,LH/532/78,1806-09-15T00:00:00Z,Douai,Point(3.079166666 50.370833333),1873-11-04T00:00:00Z,Douai,Point(3.079166666 50.370833333)
Osman Duquesnay,LH/864/22,1846-01-07T00:00:00Z,Le Marin,Point(-60.870833333 14.471388888),1923-12-08T00:00:00Z,Martinique,Point(-61.0 14.666666666)
Jean Joseph Amat,LH/2780/7,1779-08-17T00:00:00Z,Ribiers,Point(5.856388888 44.231111111),1848-07-23T00:00:00Z,Gap,Point(6.077777777 44.558611111)
Jean Joseph Amat,LH/28/63,1779-08-17T00:00:00Z,Ribiers,Point(5.856388888 44.231111111),1848-07-23T00:00:00Z,Gap,Point(6.077777777 44.558611111)
Auguste Bonte,LH/291/43,1853-06-02T00:00:00Z,Lille,Point(3.0575 50.631944444),1916-07-25T00:00:00Z,Nord,Point(3.032222222 50.621388888)
Henri Briffaut,19800035/231/30691,1857-07-30T00:00:00Z,Wattrelos,Point(3.213333333 50.701111111),1938-06-21T00:00:00Z,Nord,Point(3.032222222 50.621388888)
Louis Arnauldet,LH/54/20,1792-03-06T00:00:00Z,Niort,Point(-0.462222222 46.325),1873-06-10T00:00:00Z,Niort,Point(-0.462222222 46.325)
Ferdinand Benjamin David,LH/672/34,1796-03-30T00:00:00Z,Niort,Point(-0.462222222 46.325),1879-01-24T00:00:00Z,Niort,Point(-0.462222222 46.325)
Claude Pierre Bouvier,LH/342/81,1759-11-09T00:00:00Z,Dole,Point(5.489722222 47.092222222),1843-12-29T00:00:00Z,Dole,Point(5.489722222 47.092222222)
"Jean, Antoine, Martin Rodière",LH/2364/53,1774-11-10T00:00:00Z,Castelnaudary,Point(1.953888888 43.318055555),1849-06-24T00:00:00Z,Castelnaudary,Point(1.953888888 43.318055555)
Philippe Christophe Hallez,LH/1259/80,1778-04-30T00:00:00Z,Haguenau,Point(7.787777777 48.816666666),1842-11-18T00:00:00Z,Andlau,Point(7.417777777 48.386388888)
Georges Batiot,LH/135/63,,,,1929-12-24T00:00:00Z,Vendée,Point(-1.426667 46.670556)
Adrien Artaud,19800035/370/49713,1859-09-26T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1935-09-11T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
Abel-Jean-Baptiste Desvignes de Davayé,LH/761/92,1765-01-08T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1833-03-16T00:00:00Z,Mâcon,Point(4.831944444 46.306666666)
François Bailly,LH/94/13,1747-10-03T00:00:00Z,Baccarat,Point(6.738055555 48.448611111),1820-05-14T00:00:00Z,Lunéville,Point(6.501666666 48.589444444)
Paul-Louis de Leusse,LH/1623/48,1835-04-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1906-03-12T00:00:00Z,Cannes,Point(7.021388888 43.5525)
Paul Eugène Bontoux,LH/291/93,1820-12-20T00:00:00Z,Embrun,Point(6.495277777 44.565),1905-01-01T00:00:00Z,Cannes,Point(7.021388888 43.5525)
Germain Armand,LH/50/27,1784-06-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1854-07-21T00:00:00Z,Saint-Omer,Point(2.260833333 50.748333333)
Pierre-Jean-Thomas Boerio,LH/266/30,1738-07-01T00:00:00Z,Corte,Point(9.150555555 42.305555555),1808-12-17T00:00:00Z,Ajaccio,Point(8.736388888 41.925555555)
François Marie Bartoli,LH/129/5,1814-12-27T00:00:00Z,Corse,Point(9.45 42.7),1891-12-15T00:00:00Z,Ajaccio,Point(8.736388888 41.925555555)
Pierre Louis Antoine Laval,LH/1504/94,1767-08-26T00:00:00Z,Fontenay-le-Comte,Point(-0.806388888 46.466944444),1838-07-25T00:00:00Z,Fontenay-le-Comte,Point(-0.806388888 46.466944444)
Louis Behaghel,LH/164/68,1792-04-18T00:00:00Z,Bailleul,Point(2.733888888 50.7375),1868-07-25T00:00:00Z,Bailleul,Point(2.733888888 50.7375)
Paul Delarbre,19800035/1405/62450,1866-05-05T00:00:00Z,Troarn,Point(-0.184444444 49.181666666),1936-05-16T00:00:00Z,Caen,Point(-0.370555555 49.182222222)
Denis Morel-Cornet,LH/1935/5,1793-08-18T00:00:00Z,Somme,Point(2.416666666 49.883333333),1874-06-07T00:00:00Z,Amiens,Point(2.297777777 49.891944444)
Louis Porion,LH/2201/47,1805-08-01T00:00:00Z,Amiens,Point(2.297777777 49.891944444),1858-01-09T00:00:00Z,Amiens,Point(2.297777777 49.891944444)
Louis Mennesson,19800035/205/26806,1846-07-22T00:00:00Z,Reims,Point(4.028611111 49.265277777),1933-12-09T00:00:00Z,Reims,Point(4.028611111 49.265277777)
Joseph-Alphonse de Saignard de Choumouroux,LH/2432/60,1788-03-15T00:00:00Z,Aubenas,Point(4.390277777 44.619722222),1872-02-21T00:00:00Z,Yssingeaux,Point(4.123611111 45.142777777)
Frédéric Manaut,19800035/92/11507,1868-05-08T00:00:00Z,Reus,Point(1.10871 41.15487),1944-03-14T00:00:00Z,Toulon,Point(5.930555555 43.125)
Jean René Harscouet de Saint-George,LH/1269/86,1781-10-03T00:00:00Z,Tréveneuc,Point(-2.87 48.663888888),1867-01-20T00:00:00Z,Tréveneuc,Point(-2.87 48.663888888)
Charles de Reinach,LH/2288/36,1785-08-11T00:00:00Z,Hirtzbach,Point(7.223611111 47.598611111),1871-02-21T00:00:00Z,Hirtzbach,Point(7.223611111 47.598611111)
Alexandre Périer,LH/2098/58,1774-12-25T00:00:00Z,Grenoble,Point(5.726388888 45.186944444),1846-12-14T00:00:00Z,Montargis,Point(2.7325 47.996944444)
Charles Boutet,19800035/757/85935,1865-06-17T00:00:00Z,Nivelles,Point(4.3236 50.5964),1943-11-24T00:00:00Z,Charleville-Mézières,Point(4.719444444 49.76)
Guillaume Desprez,LH/757/14,1768-03-29T00:00:00Z,Sainte-Scolasse-sur-Sarthe,Point(0.392222222 48.5775),1842-01-08T00:00:00Z,Mortagne-au-Perche,Point(0.547222222 48.520277777)
Alceste de Chapuys de Montlaville,LH/486/71,1800-09-19T00:00:00Z,Tournus,Point(4.912222222 46.561666666),1868-02-09T00:00:00Z,Chardonnay,Point(4.8625 46.509722222)
François Pomiès,LH/2193/57,1750-12-22T00:00:00Z,Saint-Antonin-Noble-Val,Point(1.755 44.151944444),1844-04-03T00:00:00Z,Saint-Antonin-Noble-Val,Point(1.755 44.151944444)
Théodore Barrois,LH/124/50,1857-02-10T00:00:00Z,Lille,Point(3.0575 50.631944444),1920-06-09T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
Jean de Bermond d'Auriac,LH/193/21,1855-09-29T00:00:00Z,Gaillac,Point(1.898333333 43.900555555),1928-03-31T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
Joseph-Louis Bonnet,LH/288/92,1856-06-01T00:00:00Z,Allanche,Point(2.934444444 45.229166666),1925-12-26T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
Armand Cardon,LH/424/78,1860-09-27T00:00:00Z,Douai,Point(3.079166666 50.370833333),1923-09-23T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
Pierre-Charles Langlais,LH/1469/50,1847-12-19T00:00:00Z,Le Gouray,Point(-2.488611111 48.327222222),1914-04-13T00:00:00Z,Pontivy,Point(-2.962777777 48.068611111)
Raoul Bompard,19800035/315/42459,1860-12-17T00:00:00Z,Gênes,Point(8.933983333 44.407186111),1939-09-11T00:00:00Z,Senlis,Point(2.586666666 49.207222222)
Charles-Jacques de Fadate de Saint-Georges,LH/923/54,1779-07-02T00:00:00Z,Troyes,Point(4.078055555 48.298888888),1854-07-08T00:00:00Z,Lirey,Point(4.047222222 48.156944444)
Marc Louis de Tardy,LH/2568/96,1769-12-21T00:00:00Z,Montluçon,Point(2.6025 46.34),1857-06-22T00:00:00Z,Le Coteau,Point(4.086666666 46.027222222)
Guillaume Antoine Baron,LH/118/10,1774-01-16T00:00:00Z,Les Arcs,Point(6.478888888 43.463333333),1846-12-29T00:00:00Z,Seillans,Point(6.643333333 43.636111111)
Eugène Canu,19800035/102/12820,1864-09-11T00:00:00Z,Nord,Point(3.032222222 50.621388888),1952-01-06T00:00:00Z,Boulogne-sur-Mer,Point(1.613888888 50.725555555)
"Jacques, Barthélémy Noaille",LH/1994/8,1758-04-14T00:00:00Z,Beaucaire,Point(4.643333333 43.807222222),1828-10-26T00:00:00Z,Fontenay-Trésigny,Point(2.869444444 48.7075)
Alexandre-César-Louis d'Estourmel,LH/910/54,1780-03-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1852-04-27T00:00:00Z,Suzanne,Point(2.7675 49.950277777)
